0000000	4.86986e+11
0000001	3.21599e+10
0000100	5.72636e+06
0000110	5.78192e+08
0000200	5.72636e+06
0000220	3.19283e+08
0000300	1.72658e+06
0000310	6798
0000320	6798
0000330	1.10182e+08
0001111	5.54564e+07
0002221	5.54564e+07
0003331	9.34524e+06
0010000	1.7667e+08
0010001	6.64221e+08
0010100	24888
0010101	54154
0010110	1.69893e+06
0010200	7588
0010220	722306
0010300	148156
0010310	2728
0010320	1108
0010330	760760
0011000	1.70551e+07
0011100	6.17307e+07
0011110	1.90615e+09
0011111	1.81205e+07
0011200	40691
0011220	40981
0011300	151550
0011310	3960
0011320	213938
0011330	260083
0012221	579633
0013331	688135
0020000	1.7667e+08
0020001	6.64221e+08
0020100	7588
0020110	722306
0020200	24888
0020201	54154
0020220	1.69893e+06
0020300	148156
0020310	1108
0020320	2728
0020330	760760
0021111	579633
0022000	1.70551e+07
0022100	40691
0022110	40981
0022200	6.17307e+07
0022220	3.57493e+09
0022221	1.81205e+07
0022300	151550
0022310	213938
0022320	3960
0022330	260083
0023331	688135
0030000	2.18302e+07
0030001	4.43536e+08
0030101	221928
0030110	18028
0030201	221928
0030220	18028
0030300	63704
0030301	249778
0030310	392
0030320	392
0030330	310860
0031110	87086
0031111	1.47626e+06
0031311	15680
0032220	87086
0032221	1.47626e+06
0032321	15680
0033000	3.07376e+06
0033110	11423
0033220	11423
0033300	6.96899e+06
0033310	348
0033320	348
0033330	4.69274e+08
0033331	3.01822e+06
0100000	1.79069e+08
0100001	6.64221e+08
0100100	374662
0100110	31468
0100111	54154
0100200	107462
0100220	165940
0100300	100192
0100330	188608
0101000	1.70551e+07
0101100	2.53983e+09
0101110	1.08794e+09
0101111	1.81205e+07
0101200	40963
0101220	40709
0101300	49703
0101310	240
0101320	6.48507e+06
0101330	2.98463e+06
0102221	579633
0103331	688135
0110000	1.19035e+07
0110001	1.42517e+08
0110100	780
0110110	780
0110200	3116
0110220	13398
0110300	4540
0110320	140
0110330	4680
0111000	7.522e+06
0111100	7.29208e+07
0111110	1.09371e+08
0111111	16012
0111200	21258
0111220	21258
0111300	42080
0111320	359736
0111330	68028
0112221	31342
0113331	1224
0120000	131776
0120001	596482
0121000	542426
0121100	206832
0121110	193238
0121111	49275
0121220	2412
0121300	16
0121310	48
0121320	96
0121330	7470
0122000	542426
0122100	2412
0122200	142370
0122220	257762
0122221	49275
0122300	7368
0122330	200
0123000	370
0123100	351
0123220	351
0123300	53019
0123320	1888
0123330	79079
0130000	80314
0130001	5.79543e+06
0130300	1560
0131000	406544
0131110	126106
0131111	14448
0131300	9008
0132220	3424
0133000	162837
0133300	5028
0133330	2.9468e+06
0133331	2064
0200000	1.79069e+08
0200001	6.64221e+08
0200100	107462
0200110	165940
0200200	374662
0200220	31468
0200221	54154
0200300	100192
0200330	188608
0201111	579633
0202000	1.70551e+07
0202100	40963
0202110	40709
0202200	1.31905e+09
0202220	6.39944e+08
0202221	1.81205e+07
0202300	49703
0202310	6.48507e+06
0202320	240
0202330	2.98463e+06
0203331	688135
0210000	131776
0210001	596482
0211000	542426
0211100	142370
