12.5981	5.28606e+11
1467.67	2.84935e+09
3256.6	3.44823e+08
3420.37	2.86694e+06
1511.77	5.79543e+06
3357.38	14448
3269.19	2064
4944.74	81874
3735.32	541658
3867.6	3424
2513.31	3.11466e+06
2437.72	4.87537e+09
1461.37	4.74898e+08
1518.07	1.49194e+06
3741.62	1.56911e+06
3250.3	3.03493e+06
3275.49	14448
3344.78	62720
3193.61	2.375e+07
2242.45	87086
4529	632168
1984.19	5.07532e+08
2796.77	541658
7281.67	3424
4346.33	1.36008e+09
2040.88	9.87269e+09
4365.23	2.71005e+06
5253.39	2.30921e+07
4025.08	1.11473e+06
4919.54	62890
4724.27	2.68255e+07
4119.56	89188
4699.07	1.93672e+07
1656.64	7.70251e+06
4749.47	628694
4906.94	1.7099e+07
4352.63	4.9126e+07
4535.3	466192
3187.31	1.44792e+10
1990.49	2.00667e+11
2809.37	2.11162e+08
3577.85	1.42329e+08
3162.11	4.91968e+08
3212.5	1.33484e+06
1599.95	1.29318e+09
2966.84	2.71005e+06
4749.47	2.30921e+07
2525.91	1.11473e+06
4818.76	628694
2639.29	9.40354e+06
3678.63	3.0021e+07
2267.65	1.71534e+08
3810.91	104557
2066.08	1.91684e+06
3855	1.27657e+07
2021.99	457900
3760.52	592
3048.73	560458
4736.87	1.45809e+06
3338.48	1.675e+06
4736.87	62890
3779.42	99084
2154.27	1.09206e+07
3231.4	4.39245e+07
4396.72	4.9126e+07
3924.29	466192
4541.6	1.0532e+06
2084.98	1.42329e+08
2040.88	4.91968e+08
4604.59	1.33484e+06
3729.02	9.54486e+06
4673.88	64589
5221.89	1.20735e+06
1700.74	2064
4906.94	4.99663e+06
4352.63	8.18846e+07
4358.93	8256
1612.55	1.06178e+08
4560.5	89188
3577.85	1.93672e+07
2299.14	6.64931e+06
1971.6	1.28363e+09
4856.55	495869
4743.17	250736
3193.61	1.09206e+07
1694.44	1.67293e+06
4503.8	6.43475e+06
4144.76	1.59876e+10
4006.18	2.71005e+06
4132.16	1.11473e+06
6110.06	2.30921e+07
2727.48	62890
5070.72	1.91684e+06
2021.99	457900
3351.08	1.27657e+07
2053.48	16
4113.26	9.40354e+06
3943.19	1.71534e+08
4119.56	3.0021e+07
2733.78	99084
5001.43	495869
4106.97	1.09206e+07
4352.63	1.45809e+06
1694.44	1.675e+06
4806.16	628694
3747.92	576
4100.67	104557
5032.92	64589
1990.49	2.1268e+11
4308.53	1.64484e+08
4510.1	466192
4346.33	6.30641e+08
1612.55	1.40873e+09
4434.51	5312
5253.39	1.33484e+06
4151.06	319612
4346.33	8256
4503.8	2.73213e+07
4623.49	1.93672e+07
2154.27	1.09206e+07
3924.29	1.7878e+09
5511.65	20656
4831.35	7.52166e+06
3332.18	1.80337e+07
2267.65	325822
4957.33	2.0553e+06
4692.77	5.11988e+06
4144.76	9.39976e+07
4881.75	2.25926e+06
4277.04	5.11135e+07
1461.37	5.96219e+08
2185.76	2.50466e+06
5473.85	1.42553e+07
4352.63	3.20943e+07
2859.76	1.47789e+07
4654.98	325822
3621.94	2.0553e+06
1511.77	49620
2129.07	6.28404e+07
1480.27	7.06086e+06
3911.7	9.48267e+07
4056.57	5.03288e+06
2935.35	7.7447e+06
1505.47	2416
4138.46	2.93741e+09
1473.97	4.6849e+08
4938.44	2.50466e+06
4730.57	1.42553e+07
1518.07	4.06221e+07
4195.15	1.11311e+07
3477.06	1.16332e+08
3256.6	2.89304e+08
3892.8	2.49708e+06
4371.52	2.71183e+06
3262.9	7.05478e+06
4163.66	5.9672e+07
4346.33	9.30055e+07
4396.72	1.36731e+08
3244	1.82906e+08
5133.71	1.63106e+07
2122.77	3.10383e+09
3256.6	8.12584e+08
3804.61	7.7447e+06
3974.69	1.16332e+08
4724.27	1.36731e+08
2809.37	2.96121e+09
3615.64	3.72142e+07
3162.11	3.96403e+09
12.5981	7.71548e+10
2116.47	3.03041e+09
3325.89	1.36731e+08
3187.31	7.59675e+08
