11	-2.9	0
16	-6	1
36	-2.9	1
45	-4.3	0
49	-4.3	0
53	-6	0
54	-4.3	0
56	-6	0
59	-4.3	0
74	-4.3	0
77	-6	0
80	-6	0
93	-4.3	0
98	-6	1
101	-2.9	0
112	-4.3	0
114	-4.3	0
122	-4.3	0
123	-4.3	0
125	-4.3	0
127	-4.3	0
128	-4.3	0
129	-4.3	0
134	-6	0
138	-6	1
140	-6	0
141	-6	0
142	-6	0
143	-6	0
144	-4.3	0
145	-4.3	0
147	-4.3	0
149	-4.3	0
150	-4.3	0
156	-6	0
158	-6	0
159	-6	0
160	-6	0
161	-6	0
173	-4.3	0
174	-4.3	0
175	-4.3	0
178	-2.9	0
183	-6	1
200	-6	0
210	-4.3	0
216	-6	0
220	-6	1
233	-4.3	0
239	-6	1
240	-6	0
242	-6	0
243	-6	0
255	-6	1
256	-6	0
270	-6	0
271	-6	1
272	-6	0
273	-6	0
274	-6	1
281	-4.3	0
282	-4.3	0
284	-2.9	1
293	-6	0
296	-4.3	0
297	-4.3	0
300	-6	0
301	-6	0
311	-6	0
321	-6	0
322	-6	0
324	-4.3	0
325	-4.3	0
327	-4.3	0
328	-6	0
330	-4.3	0
336	-6	0
337	-6	0
339	-4.3	0
340	-4.3	0
341	-6	0
343	-6	0
346	-6	0
353	-6	0
354	-6	0
358	-4.3	0
362	-4.3	0
371	-4.3	0
376	-6	0
381	-6	0
382	-4.3	0
393	-4.3	0
394	-4.3	0
395	-4.3	0
396	-6	0
397	-6	0
398	-4.3	0
399	-4.3	0
400	-6	0
401	-6	0
402	-6	0
424	-6	0
425	-6	0
427	-4.3	0
428	-4.3	0
430	-4.3	0
432	-6	0
434	-4.3	0
437	-6	0
438	-6	0
440	-4.3	0
441	-4.3	0
442	-6	0
443	-6	0
444	-6	0
446	-6	0
448	-6	0
449	-6	0
452	-4.3	0
453	-6	0
454	-6	0
455	-4.3	0
456	-4.3	0
457	-4.3	0
458	-6	0
461	-6	0
465	-6	0
466	-4.3	0
467	-6	0
470	-6	0
472	-4.3	0
476	-6	0
478	-6	0
479	-6	0
480	-6	0
482	-6	0
484	-6	0
485	-6	0
486	-6	0
487	-6	0
494	-4.3	0
495	-4.3	0
496	-6	0
499	-6	0
504	-6	0
516	-6	0
518	-6	0
