12	-4.3	0
33	-4.3	0
45	-4	0
53	-4.3	0
54	-4	0
56	-4.3	0
59	-4	0
74	-4	0
75	-4	0
76	-4	0
77	-4.3	0
80	-4.3	0
97	-4	0
98	-4.3	0
99	-4	0
105	-4.3	0
112	-4	0
116	-4	0
120	-4	0
134	-4.3	0
138	-4.3	0
140	-4.3	0
141	-4.3	0
142	-4.3	0
143	-4.3	0
144	-4	0
145	-4	0
147	-4	0
148	-4	0
149	-4	0
150	-4	0
151	-4	0
153	-4	0
156	-4.3	1
158	-4.3	0
159	-4.3	0
160	-4.3	0
161	-4.3	0
162	-4.3	0
166	-4	0
172	-4	0
173	-4	0
174	-4	0
175	-4	0
176	-4.3	0
179	-4.3	0
197	-4	0
198	-4	0
200	-4.3	0
210	-4	0
216	-4.3	1
217	-4	0
220	-4.3	0
222	-4	0
227	-4	0
231	-4	0
233	-4	0
234	-4	0
237	-4	0
239	-4.3	0
240	-4.3	0
242	-4.3	1
243	-4.3	0
248	-4	0
249	-4	0
252	-4	0
253	-4	0
255	-4.3	0
256	-4.3	0
265	-4	0
268	-4	0
270	-4.3	1
271	-4.3	1
272	-4.3	1
273	-4.3	1
274	-4.3	0
275	-4.3	0
276	-4	0
277	-4.3	0
278	-4.3	0
281	-4	0
283	-4.3	0
285	-4.3	0
293	-4.3	0
296	-4	0
297	-4	0
300	-4.3	0
301	-4.3	0
311	-4.3	0
321	-4.3	0
322	-4.3	0
328	-4.3	0
336	-4.3	0
337	-4.3	0
341	-4.3	0
343	-4.3	0
346	-4.3	0
347	-4.3	0
353	-4.3	0
354	-4.3	0
376	-4.3	0
381	-4.3	0
396	-4.3	0
397	-4.3	0
400	-4.3	0
401	-4.3	0
402	-4.3	0
405	-4.3	0
419	-4.3	0
424	-4.3	0
425	-4.3	0
432	-4.3	0
437	-4.3	0
438	-4.3	0
442	-4.3	0
443	-4.3	0
444	-4.3	0
446	-4.3	0
448	-4.3	0
449	-4.3	0
453	-4.3	0
454	-4.3	0
458	-4.3	0
461	-4.3	0
465	-4.3	0
467	-4.3	0
470	-4.3	0
476	-4.3	0
478	-4.3	0
479	-4.3	0
480	-4.3	0
482	-4.3	0
485	-4.3	0
487	-4.3	0
489	-4.3	0
491	-4.3	0
494	-4	0
495	-4	0
496	-4.3	0
499	-4.3	0
504	-4.3	0
516	-4.3	0
518	-4.3	0
519	-4.3	0
520	-4.3	0
527	-4.3	0
528	-4.3	0
534	-4.3	0
536	-4.3	0
537	-4.3	0
539	-4.3	0
540	-4.3	0
541	-4.3	0
544	-4.3	0
545	-4.3	0
549	-4.3	0
552	-4.3	0
562	-4.3	0
564	-4.3	0
565	-4.3	0
567	-4.3	0
573	-4.3	0
574	-4.3	0
575	-4.3	0
589	-4.3	0
593	-4.3	0
601	-4.3	0
615	-4.3	0
617	-4.3	0
619	-4.3	0
620	-4.3	0
621	-4.3	0
625	-4.3	0
626	-4.3	0
627	-4.3	0
632	-4.3	0
635	-4.3	0
639	-4.3	0
641	-4.3	0
642	-4.3	0
643	-4.3	0
644	-4.3	0
645	-4.3	0
646	-4.3	0
648	-4.3	0
649	-4.3	0
650	-4.3	0
654	-4.3	0
661	-4.3	0
662	-4.3	0
663	-4.3	0
664	-4.3	0
665	-4.3	0
667	-4.3	0
668	-4.3	0
675	-4.3	0
677	-4.3	0
678	-4.3	0
680	-4.3	0
682	-4.3	0
684	-4.3	0
686	-4.3	0
689	-4	0
692	-4.3	0
693	-4.3	0
701	-4.3	0
713	-4.3	0
715	-4.3	0
720	-4.3	0
728	-4.3	0
730	-4.3	0
733	-4.3	0
735	-4.3	0
739	-4.3	0
740	-4.3	0
747	-4.3	0
748	-4.3	0
764	-4.3	0
766	-4.3	0
769	-4.3	0
770	-4.3	0
771	-4.3	0
780	-4.3	0
781	-4.3	0
786	-4.3	0
800	-4.3	0
803	-4.3	0
804	-4.3	0
807	-4.3	0
813	-4.3	0
814	-4.3	0
817	-4.3	0
818	-4.3	0
820	-4.3	0
821	-4.3	0
823	-4.3	0
824	-4.3	0
828	-4.3	0
832	-4.3	0
833	-4.3	0
837	-4.3	0
838	-4.3	0
840	-4.3	0
841	-4.3	0
847	-4.3	0
848	-4.3	0
850	-4.3	1
851	-4.3	0
852	-4.3	0
855	-4.3	0
857	-4.3	0
858	-4.3	0
860	-4.3	0
862	-4.3	0
866	-4.3	0
875	-4.3	0
888	-4.3	0
889	-4.3	0
891	-4.3	0
895	-4.3	0
896	-4.3	0
897	-4.3	0
899	-4.3	0
900	-4.3	0
901	-4.3	0
902	-4.3	0
907	-4.3	0
908	-4.3	0
909	-4.3	0
913	-4.3	0
925	-4.3	0
926	-4.3	0
927	-4.3	0
928	-4.3	0
929	-4.3	0
930	-4.3	0
931	-4.3	0
932	-4.3	0
933	-4.3	0
934	-4.3	0
935	-4.3	0
936	-4.3	0
937	-4.3	0
938	-4.3	0
939	-4.3	0
940	-4.3	0
941	-4.3	0
944	-4.3	0
945	-4.3	0
946	-4.6	0
947	-4.6	0
948	-4.3	0
953	-4.3	0
965	-4.3	0
967	-4.3	0
968	-4.3	0
969	-4.3	0
976	-4.3	0
977	-4.3	0
983	-4.3	0
985	-4.3	0
986	-4.3	0
988	-4.3	0
989	-4.3	0
990	-4.3	0
993	-4.3	0
998	-4.3	0
1001	-4.3	0
1011	-4.3	0
1013	-4.3	0
1014	-4.3	0
1016	-4.3	0
1022	-4.3	0
1023	-4.3	0
1024	-4.3	0
1038	-4.3	0
1042	-4.3	0
1066	-4.3	0
1068	-4.3	0
1069	-4.3	0
1070	-4.3	0
1074	-4.3	0
1075	-4.3	0
1076	-4.3	0
1081	-4.3	0
1084	-4.3	0
1088	-4.3	0
1090	-4.3	0
1091	-4.3	0
1092	-4.3	0
1093	-4.3	0
1094	-4.3	0
1095	-4.3	0
1097	-4.3	0
1098	-4.3	0
1099	-4.3	0
1103	-4.3	0
1110	-4.3	0
1111	-4.3	0
1112	-4.3	0
1113	-4.3	0
1114	-4.3	0
1116	-4.3	0
1117	-4.3	0
1124	-4.3	0
1126	-4.3	0
1129	-4.3	0
1131	-4.3	0
1132	-4	0
1138	-4.6	0
1139	-4.3	0
1140	-4.3	0
1160	-4.3	0
1161	-4.3	0
1162	-4.3	0
1168	-4	0
1175	-4.3	0
1177	-4.3	0
1180	-4.3	0
1182	-4.3	0
1186	-4.3	0
1194	-4.3	0
1195	-4.3	0
1211	-4.3	0
1213	-4.3	0
1227	-4.3	0
1228	-4.3	0
1232	-4	0
1250	-4.3	0
1251	-4.3	0
1260	-4.3	0
1261	-4.3	0
1264	-4.3	0
1267	-4.3	0
1268	-4.3	0
1270	-4.3	0
1271	-4.3	0
1275	-4.3	0
1277	-4	0
1284	-4.3	0
1285	-4.3	0
1288	-4.3	0
1294	-4.3	0
1295	-4.3	0
1298	-4.3	0
1300	-4	0
1302	-4.3	0
1304	-4.3	0
1306	-4	0
1335	-4.3	0
1336	-4.3	0
1338	-4.3	0
1339	-4.3	0
1340	-4.3	0
1341	-4.3	0
1342	-4.3	0
1343	-4.3	0
1344	-4.3	0
1345	-4.3	0
1347	-4.3	0
1348	-4.3	0
1349	-4.3	0
1350	-4.3	0
1351	-4.3	0
1352	-4.3	0
1353	-4.3	0
1354	-4.3	0
1355	-4.3	0
1358	-4.3	0
1359	-4.3	0
1360	-4.3	0
1361	-4.3	0
1362	-4.3	0
1364	-4.3	0
1365	-4.3	0
1366	-4.3	0
1367	-4.3	0
1368	-4.3	0
1369	-4.3	0
1370	-4.3	0
1373	-4.3	0
1374	-4.3	0
1375	-4.3	0
1377	-4.3	0
1379	-4.3	0
1380	-4.3	0
1384	-4.3	0
1385	-4.3	0
1386	-4.3	0
1387	-4.3	0
1391	-4.3	0
1392	-4.3	0
1393	-4.3	0
1394	-4.3	0
1395	-4.3	0
1396	-4.3	0
1397	-4.3	0
1398	-4.3	0
1399	-4.3	0
1400	-4.3	0
1401	-4.3	0
1402	-4.3	0
1403	-4.3	0
1404	-4.3	0
1405	-4.3	0
1406	-4.3	0
1407	-4.3	0
1408	-4.3	0
1409	-4.3	0
1410	-4.3	0
1412	-4.3	0
1413	-4.3	0
1414	-4.3	0
1415	-4.3	0
1417	-4.3	0
1418	-4.3	0
1419	-4.3	0
1420	-4.3	0
1421	-4.3	0
1422	-4.3	0
1423	-4.3	0
1424	-4.3	0
1425	-4.3	0
1426	-4.3	0
1427	-4.3	0
1428	-4.3	0
1429	-4.3	0
1430	-4.3	0
1433	-4.3	0
1434	-4.3	0
1438	-4.3	0
1439	-4.3	0
1441	-4.3	0
1442	-4.3	0
1443	-4.3	0
1444	-4.3	0
1445	-4.3	0
1446	-4.3	0
1447	-4.3	0
1448	-4.3	0
1449	-4.3	0
1450	-4.3	0
1451	-4.3	0
1452	-4.3	0
1453	-4.3	0
1455	-4.3	0
1456	-4.3	0
1457	-4.3	0
1458	-4.3	0
1461	-4.3	0
1462	-4.3	0
1463	-4.3	0
1464	-4.3	0
1465	-4.3	0
1466	-4.3	0
1468	-4.3	0
1469	-4.3	0
1470	-4.3	0
1471	-4.3	0
1475	-4.3	0
1476	-4.3	0
1480	-4.3	0
1482	-4.3	0
1485	-4.3	0
1486	-4.3	0
1487	-4.3	0
1490	-4.3	0
1491	-4.3	0
1492	-4.3	0
1494	-4.3	0
1497	-4.3	0
1498	-4.3	0
1499	-4.3	0
1501	-4.3	0
1503	-4.3	0
1504	-4.3	0
1506	-4.3	0
1507	-4.3	0
1508	-4.3	0
1509	-4.3	0
1510	-4.3	0
1512	-4.3	0
1529	-4.3	0
1531	-4.3	0
1532	-4.3	0
1533	-4.3	0
1534	-4.3	0
1535	-4.3	0
1536	-4.3	0
1538	-4.3	0
1539	-4.3	0
1540	-4.3	0
1541	-4.3	0
1542	-4.3	0
1543	-4.3	0
1544	-4.3	0
1545	-4.3	0
1546	-4.3	0
1547	-4.3	0
1548	-4.3	0
1552	-4.3	0
1553	-4.3	0
1554	-4.3	0
1555	-4.3	0
1556	-4	0
1557	-4.3	0
1558	-4.3	0
1559	-4.3	0
1560	-4.3	0
1561	-4.3	0
1562	-4.3	0
1563	-4.3	0
1567	-4.3	0
1568	-4.3	0
1570	-4.3	1
1573	-4.3	0
1574	-4.3	0
1578	-4.3	0
1579	-4.3	0
1580	-4.3	0
1581	-4.3	0
1582	-4.3	0
1587	-4.3	0
1588	-4.3	0
1589	-4.3	0
1590	-4.3	0
1591	-4.3	0
1592	-4.3	0
1593	-4.3	0
1594	-4.3	0
1595	-4.3	0
1596	-4.3	0
1597	-4.3	0
1598	-4.3	0
1599	-4.3	0
1601	-4.3	0
1603	-4.3	0
1604	-4.3	0
1607	-4	0
1608	-4.3	0
1609	-4.3	0
1610	-4.3	0
1611	-4.3	0
1612	-4.3	0
1613	-4.3	0
1614	-4.3	0
1615	-4.3	0
1618	-4.3	0
1619	-4.3	0
1620	-4.3	0
1621	-4.3	0
1623	-4.3	0
1624	-4.3	0
1625	-4.3	0
1626	-4.3	0
1627	-4.3	0
1628	-4.3	0
1629	-4.3	0
1630	-4.3	0
1631	-4.3	0
1632	-4.3	0
1633	-4.3	0
1634	-4.3	0
1635	-4.3	0
1637	-4.3	0
1638	-4.3	0
1641	-4.3	0
1642	-4.3	0
1643	-4	0
1644	-4.3	0
1645	-4.3	0
1646	-4.3	0
1647	-4.3	0
1648	-4.3	0
1652	-4.3	0
1655	-4.3	1
1658	-4.3	0
1661	-4.3	0
1662	-4.3	0
1663	-4.3	0
1665	-4.3	1
1666	-4.3	0
1667	-4.3	0
1669	-4	0
1671	-4.3	0
1672	-4.3	0
1675	-4.3	0
1678	-4.3	0
1679	-4.3	0
1680	-4.3	0
1681	-4.3	0
1682	-4.3	0
1688	-4	0
1689	-4.3	1
1694	-4.3	0
1701	-4.3	0
1702	-4.3	0
1703	-4	0
1705	-4	0
1706	-4.3	0
1707	-4	0
1709	-4	0
1710	-4.3	0
1712	-4	0
1713	-4.3	0
1737	-4.3	0
1743	-4	0
1746	-4	0
1794	-4	0
1800	-4	1
1805	-4	0
1830	-4	0
1833	-4	0
1848	-4	0
1856	-4	0
1859	-4	0
1862	-4	1
1866	-4	0
1875	-4	0
1881	-4	0
1882	-4	0
1904	-4	0
1916	-4.3	0
1917	-4.3	0
1929	-4.3	0
1930	-4.3	0
1934	-4.3	0
1937	-4.3	0
1938	-4.3	1
1943	-4.3	0
1944	-4.3	0
1946	-4.3	0
1963	-4.3	0
1968	-4.3	0
1974	-4.3	0
1975	-4.3	0
1977	-4.3	0
1991	-4.3	0
1995	-4.3	0
1996	-4.3	0
2005	-4.3	0
2006	-4.3	0
2009	-4.3	0
2011	-4.3	0
2012	-4.3	0
2016	-4.3	0
2017	-4.3	0
2021	-4.3	0
2028	-4.3	0
2030	-4.3	0
2032	-4.3	0
2037	-4.3	0
2038	-4.3	0
2039	-4.3	0
2042	-4.3	0
2045	-4.3	1
2046	-4.3	0
2048	-4	0
2057	-4.3	0
2059	-4.3	0
2060	-4.3	0
2061	-4.3	0
2066	-4.3	0
2067	-4.3	0
2071	-4.3	0
2073	-4.3	0
2074	-4.3	0
2077	-4.3	0
2078	-4.3	0
2081	-4.3	0
2082	-4.3	1
2085	-4.3	0
2088	-4.3	0
2097	-4.3	0
2099	-4.3	0
2100	-4.3	0
2102	-4.3	0
2115	-4.3	0
2119	-4.3	0
2121	-4.3	0
2135	-4.3	0
2136	-4.3	0
2138	-4.3	0
2139	-4.3	0
2140	-4.3	0
