890	-4.6	0000000000000001	4	2
905	-4.6	0000000000000101	4	2
910	-4.6	0000000000100001	4	2
911	-4.6	0000000001000001	4	2
912	-4.6	0000000001100001	4	2
942	-4.6	0000000001011001	4	2
943	-4.6	0000000001100101	4	2
946	-4.6	0000000000000000	4	2
947	-4.6	0000000000000000	4	2
950	-4.6	0000000000000001	4	2
951	-4.6	0000000000000001	4	2
973	-4.6	0000000000000101	4	2
974	-4.6	0000000000000011	4	2
975	-4.6	0000000000000011	4	2
987	-4.6	0000000000000101	4	2
994	-4.6	0000000000000111	4	2
1003	-4.6	0000000001100001	4	2
1004	-4.6	0000000010000001	4	2
1005	-4.6	0000000000100001	4	2
1006	-4.6	0000000001000001	4	2
1007	-4.6	0000000001100001	4	2
1021	-4.6	0000000010000101	4	2
1072	-4.6	0000000001000101	4	2
1073	-4.6	0000000000100011	4	2
1086	-4.6	0000000000100101	4	2
1087	-4.6	0000000000100101	4	2
1101	-4.6	0000000001000101	4	2
1102	-4.6	0000000001000011	4	2
1106	-4.6	0000000001100011	4	2
1107	-4.6	0000000010100011	4	2
1108	-4.6	0000000001100011	4	2
1121	-4.6	0000000001011001	4	2
1122	-4.6	0000000010100101	4	2
1123	-4.6	0000000001100101	4	2
1133	-4.6	0000000001100111	4	2
1135	-4.6	0000000001111001	4	2
1138	-4.6	0000000000000000	4	2
1142	-4.6	0000000000000001	4	2
1143	-4.6	0000000000000001	4	2
1144	-4.6	0000000000000001	4	2
1165	-4.6	0000000000000011	4	2
1166	-4.6	0000000000000011	4	2
1178	-4.6	0000000000000101	4	2
1179	-4.6	0000000000000101	4	2
1187	-4.6	0000000000000111	4	2
1198	-4.6	0000000000100001	4	2
1199	-4.6	0000000001000001	4	2
1200	-4.6	0000000000100001	4	2
1201	-4.6	0000000001000001	4	2
1202	-4.6	0000000001100001	4	2
1253	-4.6	0000000000100011	4	2
1263	-4.6	0000000000100101	4	2
1273	-4.6	0000000001000101	4	2
1274	-4.6	0000000001000011	4	2
1282	-4.6	0000000001100011	4	2
1291	-4.6	0000000001011001	4	2
1292	-4.6	0000000001011001	4	2
1293	-4.6	0000000001100101	4	2
1297	-4.6	0000000001011011	4	2
1307	-4.6	0000000001100111	4	2
1309	-4.6	0000000001111001	4	2
1335	-4.6	0000000000000000	6	2
1336	-4.6	0000000000000000	6	2
1529	-4.6	0000000000000000	6	2
1709	-2.9	0000000000011001	4	2
1717	-5.2	0000000000000000	3	2
1718	-4.9	0000000000000001	4	2
1719	-4.9	0000000000000001	4	2
1720	-4.9	0000000000000001	4	2
1724	-5.2	0000000000000001	4	2
1741	-4.9	0000000000000011	4	2
1742	-4.9	0000000000000011	4	2
1743	-5.2	0000000000000011	4	2
1754	-4.9	0000000000000101	4	2
1755	-4.9	0000000000000101	4	2
1763	-4.9	0000000000000111	4	2
1774	-4.9	0000000000100001	4	2
1775	-4.9	0000000001000001	4	2
1776	-4.9	0000000000100001	4	2
1777	-4.9	0000000001000001	4	2
1778	-4.9	0000000001100001	4	2
1792	-5.2	0000000000100001	4	2
1793	-5.2	0000000001000001	4	2
1794	-5.2	0000000001100001	4	2
1829	-4.9	0000000000100011	4	2
1830	-5.2	0000000000100011	4	2
1839	-4.9	0000000000100101	4	2
1841	-5.2	0000000000100101	4	2
1849	-4.9	0000000001000101	4	2
1850	-4.9	0000000001000011	4	2
1855	-5.2	0000000001000101	4	2
1856	-5.2	0000000001000011	4	2
1858	-4.9	0000000001100011	4	2
1863	-5.2	0000000001100011	4	2
1867	-4.9	0000000001011001	4	2
1868	-4.9	0000000001011001	4	2
1869	-4.9	0000000001100101	4	2
1873	-4.9	0000000001011011	4	2
1875	-5.2	0000000001100101	4	2
1883	-4.9	0000000001100111	4	2
1885	-4.9	0000000001111001	4	2
1901	-2.9	1000000001100110	4	1
1904	-2.9	1000000000000001	5	1
1913	-4.6	1000000000000010	4	1
1914	-4.6	1000000000000010	4	1
1915	-4.6	1000000001000000	4	2
1918	-4.6	1000000001000000	4	2
1921	-4.6	1000000000100000	4	1
1922	-4.6	1000000001100000	4	1
1923	-4.6	1000000000100000	4	1
1924	-4.6	1000000001100000	4	1
1927	-4.6	1000000000000100	4	1
1928	-4.6	1000000000000100	4	1
1933	-4.6	1000000000000110	4	1
1936	-4.6	1000000000000110	4	1
1941	-4.6	1000000000011000	4	2
1942	-4.6	1000000000011000	4	2
1945	-4.9	1000000000011000	4	2
1958	-4.6	1000000000011010	4	1
1969	-4.6	1000000001011000	4	1
1971	-4.6	1000000000011100	4	1
1972	-4.6	1000000000011100	4	1
1973	-4.6	1000000000111000	4	1
1976	-4.6	1000000000111000	4	1
1992	-4.6	1000000000100010	4	1
1993	-4.6	1000000000100010	4	1
1994	-4.6	1000000001000100	4	1
1997	-4.6	1000000001000100	4	1
1999	-4.6	1000000001000010	4	1
2000	-4.6	1000000001100010	4	1
2001	-4.6	1000000001000010	4	1
2002	-4.6	1000000001100010	4	1
2003	-4.6	1000000000100100	4	1
2004	-4.6	1000000000100100	4	1
2007	-4.9	1000000000100100	4	1
2010	-4.6	1000000001000110	4	1
2013	-4.6	1000000000100110	4	1
2014	-4.6	1000000000100110	4	1
2015	-4.6	1000000001100100	4	1
2018	-4.6	1000000001100100	4	1
2022	-4.6	1000000001000110	4	1
2023	-4.9	1000000001000010	4	1
2026	-4.6	1000000000111010	4	1
2027	-4.6	1000000001011100	4	1
2029	-4.6	1000000001100110	4	1
2031	-4.6	1000000001011100	4	1
2033	-4.6	1000000001011010	4	1
2034	-4.6	1000000001100110	4	1
2040	-4.9	1000000001011010	4	1
2044	-4.9	1000000001100110	4	1
2047	-4.9	1000000001111110	4	1
2048	-2.9	1000000000000001	5	1
2058	-4.6	1000000000000010	4	1
2062	-4.6	1000000001000000	4	2
