1	-4.6	0000000010000000	3	2
3	-4.9	0000000010000000	3	2
4	-4.6	0000000011000000	3	1
6	-4.9	0000000011000000	3	2
7	-4.9	0000000010100000	3	2
8	-4.9	0000000011100000	3	1
9	-4.9	0000000010011000	3	2
13	-4.6	0000000010000100	3	2
14	-4.6	0000000010000010	3	2
15	-4.6	0000000010000110	3	2
16	-6.3	0000000010000111	3	2
19	-4.9	0000000010000100	3	2
20	-4.9	0000000010000010	3	2
21	-4.9	0000000010000110	3	2
22	-6.6	0000000010000001	3	2
23	-4.6	0000000011000100	3	1
24	-4.9	0000000011000100	3	2
26	-4.6	0000000011000010	3	1
27	-4.9	0000000010100100	3	2
28	-4.9	0000000010100010	3	2
29	-4.9	0000000011000010	3	2
31	-4.9	0000000011000110	3	2
34	-4.6	0000000010100110	3	1
35	-4.9	0000000010100110	3	2
36	-4.9	0000000011100110	3	1
37	-6.6	0000000011100111	3	2
38	-6.6	0000000011111111	3	1
41	-2.9	0000000000000000	4	2
44	-4.6	0000000000000000	3	2
45	-4.6	0000000000000000	4	2
46	-4.9	0000000000000000	3	2
51	-4.6	0000000010000000	3	2
53	-6	1001011	0	0
54	-4.6	0000000000000001	3	2
55	-4.6	0000000010000000	3	2
56	-6.3	0000000000000001	3	2
59	-4.6	0000000010000000	4	1
61	-4.6	0000000010000000	3	2
63	-4.9	0000000010000000	3	2
66	-2.9	0000000000000010	4	2
69	-4.6	0000000000000010	3	2
71	-2.9	0000000001000000	4	1
72	-4.6	0000000001000000	3	2
74	-4.3	1001011	0	0
77	-6	1001011	0	0
78	-4.6	0000000000000011	3	2
79	-4.6	0000000011000000	3	1
80	-6.3	0000000000000011	3	2
82	-4.6	0000000011000000	4	1
83	-4.6	0000000011000000	3	1
85	-4.9	0000000011000000	3	2
87	-2.9	0000000000000100	4	2
90	-4.6	0000000000000100	3	2
92	-4.6	0000000000100000	3	2
93	-4.3	1001011	0	0
96	-4.6	0000000010100000	3	1
97	-4.6	0000000000000101	3	2
98	-6.3	0000000000000101	3	2
100	-4.9	0000000010100000	3	2
101	-2.9	1001011	0	0
104	-4.6	0000000000000110	3	2
106	-4.9	0000000011100000	3	1
111	-4.6	0000000000011000	3	2
112	-4.6	0000000000011000	4	2
113	-4.9	0000000000011000	3	2
114	-4.3	1001011	0	0
116	-4.6	0000000000011001	3	2
121	-4.9	0000000010011000	3	2
122	-4.3	1001011	0	0
123	-4.3	1001011	0	0
125	-4.3	1001011	0	0
126	-4.6	0000000000011010	3	2
130	-4.6	0000000001011000	3	2
134	-6	1001011	0	0
136	-4.6	0000000010000100	3	2
137	-4.6	0000000010000010	3	2
138	-6	1001011	0	0
140	-6	1001011	0	0
141	-6	1001011	0	0
142	-6	1001011	0	0
143	-6	1001011	0	0
144	-4.3	1001011	0	0
145	-4.3	1001011	0	0
147	-4.3	1001011	0	0
148	-4.6	0000000000011100	3	2
149	-4.6	0000000000100001	3	2
150	-4.6	0000000001000001	3	1
152	-4.6	0000000011000001	3	1
154	-4.6	0000000010000100	3	2
155	-4.6	0000000010000010	3	2
156	-6	1001011	0	0
158	-6	1001011	0	0
159	-6.3	0000000000100001	3	2
160	-6.3	0000000001000001	3	2
161	-6.3	0000000001100001	3	2
166	-4.6	0000000010000101	3	1
167	-4.6	0000000010000011	3	1
173	-4.6	0000000010000100	4	1
174	-4.6	0000000010000010	4	1
175	-4.6	0000000010000110	4	1
176	-4.9	0000000010000001	3	1
180	-4.6	0000000010000100	3	2
181	-4.6	0000000010000010	3	2
182	-4.6	0000000010000110	3	2
183	-6.3	0000000010000111	3	2
186	-4.9	0000000010000100	3	2
187	-4.9	0000000010000010	3	2
188	-4.9	0000000010000110	3	2
189	-6.6	0000000010000001	3	2
193	-4.6	0000000000100010	3	2
195	-4.6	0000000001000100	3	2
199	-4.6	0000000011000100	3	1
200	-6	1001011	0	0
201	-4.6	0000000000100011	3	2
202	-4.6	0000000011000100	3	1
204	-4.6	0000000011000100	4	1
205	-4.6	0000000011000100	3	1
206	-4.9	0000000011000100	3	2
209	-4.6	0000000000100100	3	2
210	-4.6	0000000000100100	4	2
211	-4.9	0000000000100100	3	2
215	-4.6	0000000011000010	3	1
216	-6	1001011	0	0
217	-4.6	0000000000100101	3	2
219	-4.6	0000000011000010	3	1
220	-6.3	0000000000100101	3	2
221	-4.6	0000000001000010	3	2
224	-4.6	0000000011000010	3	1
225	-4.9	0000000010100100	3	2
227	-4.6	0000000001000101	3	1
228	-4.6	0000000001000011	3	1
232	-4.6	0000000000100110	3	2
233	-4.6	0000000001000010	4	2
235	-4.6	0000000011000010	4	1
238	-4.6	0000000001000110	3	2
239	-6.3	0000000001000101	3	2
240	-6.3	0000000001000011	3	2
242	-6	1001011	0	0
243	-6	1001011	0	0
244	-4.9	0000000001000010	3	2
245	-4.9	0000000010100010	3	2
246	-4.9	0000000011000010	3	2
248	-4.6	0000000000111001	3	1
251	-4.6	0000000011000101	3	1
253	-4.6	0000000001011100	3	2
255	-6	1001011	0	0
256	-6	1001011	0	0
260	-4.6	0000000011000110	4	1
261	-4.9	0000000011000110	3	2
267	-4.6	0000000001011010	3	2
268	-4.6	0000000001011010	4	2
269	-4.9	0000000001011010	3	2
270	-6	1001011	0	0
271	-6	1001011	0	0
272	-6	1001011	0	0
273	-6	1001011	0	0
274	-6.3	0000000001100101	3	2
277	-4.9	0000000010100101	3	1
279	-4.6	0000000010100110	3	1
280	-4.9	0000000010100110	3	2
281	-4.6	0000000001100110	4	1
282	-4.9	0000000001100110	3	2
284	-4.9	0000000011100110	3	1
285	-4.9	0000000010011001	3	1
287	-6.6	0000000011100111	3	2
288	-6.6	0000000011111111	3	1
290	-4.9	0000000011000000	4	2
291	-6.6	0000000011100000	4	2
293	-6	0000000010100110	6	2
294	-6.6	0000000011100110	4	2
295	-6.9	0000000011111111	3	2
296	-4.3	0000000000000000	6	2
297	-4.3	0000000000000000	6	2
298	-4.9	0000000000000000	4	2
299	-4.9	0000000000000000	4	2
300	-6	0000000000000000	6	2
301	-6	0000000000000000	6	2
302	-6.6	0000000000000000	4	2
307	-4.6	0000000110000000	4	1
309	-4.6	0000000110000000	3	1
311	-6	0000000010000000	6	2
314	-4.6	0000000110000000	4	1
318	-4.9	0000000000000010	4	2
319	-4.9	0000000000000010	4	2
320	-4.9	0000000001000000	4	2
321	-6	0000000000000010	6	2
322	-6	0000000001000000	6	2
323	-4.9	0000000001000000	4	2
326	-4.9	0000000000100000	4	2
327	-4.9	0000000001100000	4	2
328	-6	0000000011000000	6	2
329	-4.9	0000000000100000	4	2
330	-4.9	0000000001100000	4	2
331	-4.9	0000000011000000	4	2
334	-4.9	0000000000000100	4	2
335	-4.9	0000000000000100	4	2
336	-6	0000000000000100	6	2
337	-6	0000000000100000	6	2
341	-6	0000000010100000	6	2
342	-4.9	0000000000000110	4	2
343	-6	0000000001100000	6	2
345	-4.9	0000000000000110	4	2
346	-6	0000000000000110	6	2
348	-6.6	0000000011100000	4	2
351	-4.9	0000000000011000	4	2
352	-4.9	0000000000011000	4	2
353	-6	0000000000011000	6	2
354	-6	0000000000011000	6	2
355	-6.6	0000000000011000	4	2
369	-4.6	0000000110000001	3	1
370	-4.6	0000000110000011	3	1
371	-4.9	0000000000011010	4	2
376	-6	0000000000011010	6	2
377	-4.6	0000000110000100	4	1
378	-4.6	0000000110000010	4	1
379	-4.6	0000000110000110	4	1
381	-6	0000000001011000	6	2
382	-4.9	0000000001011000	4	2
387	-4.6	0000000110000100	3	1
388	-4.6	0000000110000010	3	1
389	-4.6	0000000110000110	3	1
393	-4.9	0000000000011100	4	2
394	-4.9	0000000000011100	4	2
395	-4.9	0000000000111000	4	2
396	-6	0000000000011100	6	2
397	-6	0000000000111000	6	2
398	-4.9	0000000000111000	4	2
400	-6	0000000010000100	6	2
401	-6	0000000010000010	6	2
402	-6	0000000010000110	6	2
403	-4.9	0000000010000100	4	2
404	-4.9	0000000010000110	4	2
409	-4.6	0000000110000101	3	1
410	-4.6	0000000110000011	3	1
416	-4.6	0000000110000100	4	1
417	-4.6	0000000110000010	4	1
418	-4.6	0000000110000110	4	1
419	-4.9	0000000110000001	3	1
421	-4.9	0000000000100010	4	2
422	-4.9	0000000000100010	4	2
423	-4.9	0000000001000100	4	2
424	-6	0000000000100010	6	2
425	-6	0000000001000100	6	2
426	-4.9	0000000001000100	4	2
429	-4.9	0000000001000010	4	2
430	-4.9	0000000001100010	4	2
431	-4.9	0000000010100010	4	2
432	-6	0000000011000100	6	2
433	-4.9	0000000001000010	4	2
434	-4.9	0000000001100010	4	2
435	-4.9	0000000000100100	4	2
436	-4.9	0000000000100100	4	2
437	-6	0000000000100100	6	2
438	-6	0000000000100100	6	2
439	-6.6	0000000000100100	4	2
442	-6	0000000001000010	6	2
443	-6	0000000010100010	6	2
444	-6	0000000011000010	6	2
445	-4.9	0000000001000110	4	2
446	-6	0000000010100100	6	2
447	-4.9	0000000010100100	4	2
448	-6	0000000001000010	6	2
449	-6	0000000001100010	6	2
450	-4.9	0000000000100110	4	2
451	-4.9	0000000000100110	4	2
452	-4.9	0000000001100100	4	2
453	-6	0000000000100110	6	2
454	-6	0000000001100100	6	2
455	-4.9	0000000001100100	4	2
458	-6	0000000001000110	6	2
459	-4.9	0000000001000110	4	2
460	-6.6	0000000001000010	4	2
461	-6	0000000010011100	6	2
463	-4.9	0000000000111010	4	2
464	-4.9	0000000001011100	4	2
465	-6	0000000000111010	6	2
466	-4.9	0000000001100110	4	2
467	-6	0000000001011100	6	2
468	-4.9	0000000001011100	4	2
469	-4.9	0000000010100110	4	2
470	-6	0000000000111100	6	2
471	-4.9	0000000001011010	4	2
472	-4.9	0000000001100110	4	2
476	-6	0000000010011010	6	2
478	-6	0000000001011010	6	2
479	-6	0000000001011010	6	2
480	-6	0000000001100110	6	2
481	-6.6	0000000001011010	4	2
482	-6	0000000010100110	6	2
484	-6	0000000001011110	6	2
485	-6	0000000001100110	6	2
486	-6	0000000001111010	6	2
487	-6	0000000010100110	6	2
488	-6.6	0000000001100110	4	2
490	-6.6	0000000011100110	4	2
492	-6.6	0000000001111110	4	2
493	-6.9	0000000011111111	3	2
