0000	1
00000	1
000000	1
0000000	1
00000000	1
00000001	1
0000001	1
00000010	0
00000011	0
000001	1
0000010	0
00000100	0
00000101	0
0000011	0
00000110	0
00000111	0
00001	1
000010	0
0000100	0
00001000	0
00001001	0
0000101	0
00001010	0
00001011	0
000011	0
0000110	0
00001100	0
00001101	0
0000111	0
00001110	0
00001111	0
0001	1
00010	0
000100	0
0001000	0
00010001	0
0001001	0
00010010	0
00010011	0
000101	0
0001010	0
00010100	0
00010101	0
0001011	0
00010110	0
00010111	0
00011	0
000110	0
0001100	0
00011000	1
00011001	0
0001101	0
00011010	0
00011011	0
000111	0
0001110	0
00011100	0
00011101	0
0001111	0
00011110	0
00011111	0
0010	1
00100	1
00100001	0
0010001	0
00100010	0
00100011	0
001001	0
0010010	0
00100100	1
00100101	0
0010011	0
00100110	0
00100111	0
00101	0
001010	0
0010100	0
00101001	0
0010101	0
00101010	0
00101011	0
001011	0
0010110	0
00101100	0
00101101	0
0010111	0
00101110	0
00101111	0
0011	0
00110	0
001100	1
00110001	0
0011001	0
00110010	0
00110011	0
001101	0
0011010	0
00110101	0
0011011	0
00110110	0
00110111	0
00111	0
001110	0
0011100	0
00111001	0
0011101	0
00111010	0
00111011	0
001111	0
0011110	0
00111100	1
00111101	0
0011111	0
00111110	0
00111111	0
01000001	0
0100001	0
01000010	1
01000011	0
010001	0
0100010	1
01000101	0
0100011	0
01000110	0
01000111	0
01001	0
010010	1
01001001	0
0100101	0
01001010	0
01001011	0
010011	0
0100110	0
01001101	0
0100111	0
01001110	0
01001111	0
0101	0
01010	1
01010001	0
0101001	0
01010011	0
010101	0
0101010	1
01010101	0
0101011	0
01010110	0
01010111	0
01011	0
010110	0
01011001	0
0101101	0
01011010	1
01011011	0
010111	0
0101110	0
01011101	0
0101111	0
01011110	0
01011111	0
0110	1
01100001	0
0110001	0
01100011	0
011001	0
01100101	0
0110011	0
01100110	1
01100111	0
01101	0
01101001	0
0110101	0
01101011	0
011011	0
0110110	1
01101101	0
0110111	0
01101110	0
01101111	0
0111	1
01110	1
01110001	0
0111001	0
01110011	0
011101	0
01110101	0
0111011	0
01110111	0
01111	1
011110	1
01111001	0
0111101	0
01111011	0
011111	1
0111110	1
01111101	0
0111111	1
01111110	1
01111111	1
10000001	1
1000001	1
10000011	0
100001	1
10000101	0
1000011	0
10000111	0
10001	1
10001001	0
1000101	0
10001011	0
100011	0
10001101	0
1000111	0
10001111	0
1001	1
1001001	1
10010011	0
100101	0
10010101	0
1001011	0
10010111	0
10011	0
10011001	1
1001101	0
10011011	0
100111	0
10011101	0
1001111	0
10011111	0
10100011	0
10100101	1
1010011	0
10100111	0
10101	1
1010101	1
10101011	0
101011	0
10101101	0
1010111	0
10101111	0
1011	0
10110011	0
101101	1
1011011	0
10110111	0
10111	0
1011101	1
10111011	0
101111	0
10111101	1
1011111	0
10111111	0
11000011	1
1100011	1
11000111	0
11001011	0
110011	1
1100111	0
11001111	0
1101011	1
11010111	0
11011	1
11011011	1
110111	0
1101111	0
11011111	0
11100111	1
1110111	1
11101111	0
1111	1
11111	1
111111	1
1111111	1
11111111	1
