47	-4	1	3	0
48	-4	1	3	0
49	-4	1	3	0
50	-4	1	3	0
51	-4	1	3	0
52	-4	1	3	0
53	-4	1	3	0
54	-4	1	3	0
55	-4	1	3	0
56	-4	1	3	0
57	-4	1	3	0
58	-4	1	3	0
59	-4	1	3	0
60	-4	1	3	0
61	-4	1	3	0
62	-4	1	3	0
63	-4	1	3	0
64	-4	1	3	0
65	-4	1	3	0
66	-4	1	3	0
67	-4	1	3	0
68	-4	1	3	0
78	-4	1	3	4
79	-4	1	3	4
80	-4	1	3	4
81	-4	1	3	4
82	-4	1	3	4
83	-4	1	3	4
84	-4	1	3	4
85	-4	1	3	4
86	-4	1	3	4
87	-4	1	3	4
88	-4	1	3	4
89	-4	1	3	4
90	-4	1	3	4
91	-4	1	3	4
92	-4	2	2	1
93	-4	2	2	1
94	-4	2	2	1
95	-4	2	2	1
96	-4	2	2	1
97	-4	2	2	1
98	-4	2	2	1
99	-4	2	2	1
100	-4	2	2	1
101	-4	2	2	1
102	-4	2	2	1
103	-4	2	2	1
104	-4	2	2	1
182	-4	1	2	1
183	-4	1	2	1
184	-4	1	2	1
185	-4	1	2	1
186	-4	1	2	1
187	-4	1	2	1
188	-4	1	2	1
189	-4	1	2	1
190	-4	1	2	1
191	-4	1	2	1
192	-4	1	2	1
193	-4	1	2	1
194	-4	1	2	1
250	-4	1	3	4
251	-4	1	3	4
252	-4	1	3	4
253	-4	1	3	4
254	-4	1	3	4
255	-4	1	3	4
256	-4	1	3	4
257	-4	1	3	4
258	-4	1	3	4
259	-4	1	3	4
260	-4	1	3	4
261	-4	1	3	4
262	-4	1	3	4
263	-4	1	3	4
352	-4	1	2	4
353	-4	1	2	4
354	-4	1	2	4
355	-4	1	2	4
356	-4	1	2	4
357	-4	1	2	4
358	-4	1	2	4
359	-4	1	2	4
360	-4	1	2	4
361	-4	1	2	4
362	-4	1	2	4
363	-4	1	2	4
364	-4	1	2	4
365	-4	1	2	4
366	-4	1	2	4
367	-4	1	2	4
368	-4	1	2	4
